id,nev,szekhelyid,adoszam,email,telefon
2687,Fábián Szilárd,662,49235597-2-15,Fábián.Szilárd@email.hu,+36301817182
2688,Fülöp Natália,1260,25636165-2-25,Fülöp.Natália@email.hu,+36269849416
2689,Kerekes Gergő,832,54541894-2-05,Kerekes.Gergő@email.hu,+36978246806
2690,Orosz Fanni,1950,95533468-2-42,Orosz.Fanni@email.hu,+36382536442
2691,László Csanád,2668,74606949-2-30,László.Csanád@email.hu,+36712321290
2692,Bodnár Janka,1808,85680289-1-42,Bodnár.Janka@email.hu,+36165124539
2693,Jakab Zoé,2677,90847423-2-10,Jakab.Zoé@email.hu,+36723955252
2694,Simon Imre,298,57901161-2-10,Simon.Imre@email.hu,+36363793320
2695,Bálint Vanda,39,13827319-2-15,Bálint.Vanda@email.hu,+36395773705
2696,Fekete Kamilla,1241,27902348-2-41,Fekete.Kamilla@email.hu,+36368011829
2697,Veres Vince,128,24532367-2-25,Veres.Vince@email.hu,+36487703340
2698,Szekeres Lia,1096,73199405-2-15,Szekeres.Lia@email.hu,+36927862702
2699,Oláh Fanni,1350,68067191-2-25,Oláh.Fanni@email.hu,+36373658987
2700,Pintér Réka,286,96599400-1-07,Pintér.Réka@email.hu,+36412055552
2701,Bodnár Noémi,1875,83953035-1-35,Bodnár.Noémi@email.hu,+36987707271
2702,Péter Dóra,1398,87523056-1-10,Péter.Dóra@email.hu,+36529517685
2703,Orbán Balázs,1342,43936526-2-15,Orbán.Balázs@email.hu,+36510839969
2704,Csonka Milán,2775,69683053-2-30,Csonka.Milán@email.hu,+36243932337
2705,Hegedűs Kata,2581,79698054-1-35,Hegedűs.Kata@email.hu,+36577252238
2706,Balla Olivér,2364,46794376-1-03,Balla.Olivér@email.hu,+36754613503
2707,Tamás Linett,489,25292729-1-05,Tamás.Linett@email.hu,+36107902534
2708,Sándor Krisztián,663,29760692-2-30,Sándor.Krisztián@email.hu,+36871670354
2709,Hajdu Adrián,1254,64924164-1-42,Hajdu.Adrián@email.hu,+36123169143
2710,Király Lara,9,42249291-1-10,Király.Lara@email.hu,+36385178452
2711,Horváth Hanga,199,96271505-2-05,Horváth.Hanga@email.hu,+36858328209
2712,Szekeres Zorka,664,95362426-2-42,Szekeres.Zorka@email.hu,+36572461584
2713,Kis Soma,1757,12436951-2-07,Kis.Soma@email.hu,+36331842961
2714,Szücs Kornél,231,29100984-2-05,Szücs.Kornél@email.hu,+36483128902
2715,Orsós Gergely,2737,62311795-2-41,Orsós.Gergely@email.hu,+36931701107
2716,Sipos Lia,1802,39622800-1-25,Sipos.Lia@email.hu,+36722578185
2717,Szekeres Annabella,1733,15513933-2-25,Szekeres.Annabella@email.hu,+36154756613
2718,Fehér Rozina,1148,70484131-2-07,Fehér.Rozina@email.hu,+36506842458
2719,Fazekas Zétény,2053,80180603-1-05,Fazekas.Zétény@email.hu,+36354095344
2720,Szőke Imre,2119,10249004-1-25,Szőke.Imre@email.hu,+36417750839
2721,Szabó Hédi,82,90249516-1-15,Szabó.Hédi@email.hu,+36310307839
2722,Deák Gellért,1687,53635438-1-15,Deák.Gellért@email.hu,+36336597821
2723,Balla Olívia,116,86431573-1-35,Balla.Olívia@email.hu,+36484164809
2724,Kis Simon,398,83750766-2-05,Kis.Simon@email.hu,+36935189239
2725,Hegedűs Barbara,2430,52038628-1-05,Hegedűs.Barbara@email.hu,+36757331166
2726,Máté Flóra,636,96616806-2-41,Máté.Flóra@email.hu,+36433388003
2727,Vincze Balázs,2527,17842926-2-05,Vincze.Balázs@email.hu,+36372633540
2728,Tamás Zétény,2273,66704373-1-03,Tamás.Zétény@email.hu,+36942534584
2729,Lakatos Kornél,1597,85105116-1-30,Lakatos.Kornél@email.hu,+36434426928
2730,Simon Iván,2370,40979113-1-35,Simon.Iván@email.hu,+36486812010
2731,Orbán Emília,2041,53282364-2-41,Orbán.Emília@email.hu,+36273117119
2732,Gáspár Laura,59,96742911-2-42,Gáspár.Laura@email.hu,+36682316130
2733,Halász Alíz,964,80486612-1-03,Halász.Alíz@email.hu,+36877862887
2734,Balog Marcell,2258,21762078-1-25,Balog.Marcell@email.hu,+36342470156
2735,Vincze Jázmin,1845,65006323-2-07,Vincze.Jázmin@email.hu,+36969620950
2736,László Levente,2306,13433805-1-25,László.Levente@email.hu,+36644790779
2737,Oláh Iván,529,77169973-1-30,Oláh.Iván@email.hu,+36150640597
2738,Orsós Blanka,2752,15928128-1-07,Orsós.Blanka@email.hu,+36934399479
2739,Papp Szófia,2188,60302633-2-30,Papp.Szófia@email.hu,+36379430745
2740,Pásztor Dorka,2674,89485665-1-07,Pásztor.Dorka@email.hu,+36767317392
2741,Kozma Zselyke,1805,78784132-2-25,Kozma.Zselyke@email.hu,+36419752890
2742,Barta Botond,2303,79709411-2-10,Barta.Botond@email.hu,+36345571186
2743,Vincze János,2310,20946508-1-05,Vincze.János@email.hu,+36162104632
2744,Szűcs Ármin,128,72527110-1-42,Szűcs.Ármin@email.hu,+36608492713
2745,Fekete Dóra,1055,59496469-1-03,Fekete.Dóra@email.hu,+36439632591
2746,Lakatos Brendon,1309,39479029-1-03,Lakatos.Brendon@email.hu,+36155284065
2747,Lakatos Gábor,2355,43477845-2-35,Lakatos.Gábor@email.hu,+36748705936
2748,Sándor András,1751,31980947-1-05,Sándor.András@email.hu,+36256250709
2749,Vass Alexandra,2864,55823872-1-10,Vass.Alexandra@email.hu,+36347516570
2750,Mezei Vanda,540,34439025-2-35,Mezei.Vanda@email.hu,+36588619878
2751,Péter Réka,1812,72622922-1-25,Péter.Réka@email.hu,+36228679576
2752,Szabó Áron,1284,14282742-1-41,Szabó.Áron@email.hu,+36896285240
2753,Balázs Iván,1347,53253308-2-10,Balázs.Iván@email.hu,+36589191716
2754,Kis Milán,1534,28052695-2-25,Kis.Milán@email.hu,+36871332507
2755,Kovács Fanni,2507,66584390-2-10,Kovács.Fanni@email.hu,+36117172072
2756,Virág Noel,2492,90552103-2-42,Virág.Noel@email.hu,+36666533808
2757,Pásztor Szófia,587,61325988-2-42,Pásztor.Szófia@email.hu,+36960777234
2758,Orsós Rikárdó,248,20420265-1-03,Orsós.Rikárdó@email.hu,+36491075089
2759,Lakatos Kitti,2649,77878932-1-07,Lakatos.Kitti@email.hu,+36402025529
2760,Hegedűs Gábor,1250,43315754-2-15,Hegedűs.Gábor@email.hu,+36159288594
2761,Balogh Bella,2140,89185956-1-30,Balogh.Bella@email.hu,+36397404322
2762,Jónás Léna,520,18822861-1-15,Jónás.Léna@email.hu,+36980792307
2763,Szabó Alexandra,1370,94890081-1-25,Szabó.Alexandra@email.hu,+36452667785
2764,Gál Szófia,1188,84179557-1-05,Gál.Szófia@email.hu,+36551781491
2765,Pintér Rebeka,272,49201433-1-03,Pintér.Rebeka@email.hu,+36127485692
2766,Kovács Botond,2444,59763100-1-10,Kovács.Botond@email.hu,+36191436439
2767,Mezei Péter,2003,75110321-2-30,Mezei.Péter@email.hu,+36610023055
2768,Budai Gergő,1802,50909379-2-07,Budai.Gergő@email.hu,+36904797163
2769,Nemes Lajos,690,24329167-1-07,Nemes.Lajos@email.hu,+36428932310
2770,Vass Attila,2735,19112497-1-41,Vass.Attila@email.hu,+36302334688
2771,Pataki András,578,22687334-2-15,Pataki.András@email.hu,+36587361947
2772,Katona Letícia,1285,59820311-2-41,Katona.Letícia@email.hu,+36135781491
2773,Barna Benett,1264,70416004-2-41,Barna.Benett@email.hu,+36142836071
2774,Jakab Mihály,1683,50929444-2-07,Jakab.Mihály@email.hu,+36502202310
2775,Illés Flórián,2618,81699376-2-25,Illés.Flórián@email.hu,+36913422306
2776,Major Flóra,83,70774611-1-30,Major.Flóra@email.hu,+36880161012
2777,Kozma Olivér,1681,92923437-2-35,Kozma.Olivér@email.hu,+36189917548
2778,Biró Kevin,2292,74138970-1-42,Biró.Kevin@email.hu,+36791096454
2779,Dudás Csenge,1647,84488804-2-15,Dudás.Csenge@email.hu,+36510981007
2780,Juhász Szabolcs,426,72794105-1-35,Juhász.Szabolcs@email.hu,+36617471461
2781,Fodor Zente,585,23373467-1-05,Fodor.Zente@email.hu,+36600106425
2782,Hegedüs Szofi,81,46096486-2-25,Hegedüs.Szofi@email.hu,+36131807190
2783,Mezei Zoltán,1713,71115007-1-07,Mezei.Zoltán@email.hu,+36610442372
2784,Nemes Levente,361,20900598-2-35,Nemes.Levente@email.hu,+36761231408
2785,Barta Noémi,2862,28590697-1-35,Barta.Noémi@email.hu,+36273556794
2786,Orosz Mirkó,62,99234128-2-07,Orosz.Mirkó@email.hu,+36292256237
2787,Gál Zorka,1015,13724110-2-30,Gál.Zorka@email.hu,+36108548772
2788,Simon Kende,1734,22668424-2-10,Simon.Kende@email.hu,+36921954738
2789,Lakatos Bendegúz,2055,15412194-2-35,Lakatos.Bendegúz@email.hu,+36240722443
2790,Sándor Gergely,1656,34688726-2-30,Sándor.Gergely@email.hu,+36318511501
2791,Magyar Bálint,1024,12342323-2-30,Magyar.Bálint@email.hu,+36599437903
2792,Pál Hanga,2584,26984215-1-42,Pál.Hanga@email.hu,+36574989866
2793,Soós Sára,2407,88283702-1-25,Soós.Sára@email.hu,+36547798310
2794,Orsós Miklós,243,77221385-2-03,Orsós.Miklós@email.hu,+36235566510
2795,Jakab Vivien,2838,60534215-2-41,Jakab.Vivien@email.hu,+36385337429
2796,Kozma Zara,590,30195778-2-30,Kozma.Zara@email.hu,+36354384941
2797,Bognár Olivér,237,45053837-1-10,Bognár.Olivér@email.hu,+36808327759
2798,Tóth Viktor,427,87001456-1-25,Tóth.Viktor@email.hu,+36525747500
2799,Hajdu Kende,2160,83560183-2-30,Hajdu.Kende@email.hu,+36496431380
2800,Faragó Benjamin,915,59967875-1-07,Faragó.Benjamin@email.hu,+36263620511
2801,Nemes Márk,1609,24603214-1-05,Nemes.Márk@email.hu,+36460685368
2802,Fodor Barbara,2857,52802973-1-03,Fodor.Barbara@email.hu,+36759333131
2803,Orsós Zoé,366,67886286-1-07,Orsós.Zoé@email.hu,+36742742758
2804,Jónás Zoé,2433,96945881-1-35,Jónás.Zoé@email.hu,+36960606240
2805,Hegedüs Adél,2266,71986198-2-41,Hegedüs.Adél@email.hu,+36916682288
2806,Kocsis Rikárdó,2831,73037117-2-07,Kocsis.Rikárdó@email.hu,+36108322444
2807,Balla Bella,2324,94101244-2-25,Balla.Bella@email.hu,+36768873528
2808,Hegedűs Bence,1968,62558370-2-30,Hegedűs.Bence@email.hu,+36102413765
2809,Király Csongor,1220,96587824-1-25,Király.Csongor@email.hu,+36873334558
2810,Borbély Abigél,1729,56044286-1-25,Borbély.Abigél@email.hu,+36152435418
2811,Major Natália,116,57863173-2-05,Major.Natália@email.hu,+36492040619
2812,Juhász Benjámin,599,47421525-1-25,Juhász.Benjámin@email.hu,+36185105139
2813,Török Vivien,905,86165967-1-42,Török.Vivien@email.hu,+36895518440
2814,Székely Flórián,1528,65319333-2-10,Székely.Flórián@email.hu,+36699978426
2815,Szekeres Bianka,2968,80176793-1-03,Szekeres.Bianka@email.hu,+36474606527
2816,Márton Hédi,1363,13323978-2-30,Márton.Hédi@email.hu,+36281021492
2817,Kelemen Vince,1111,97942359-1-35,Kelemen.Vince@email.hu,+36385774294
2818,Soós Csenge,314,44223990-2-10,Soós.Csenge@email.hu,+36606860735
2819,Horváth Johanna,630,25823367-1-35,Horváth.Johanna@email.hu,+36293649056
2820,Orosz Olivér,2514,10201811-2-10,Orosz.Olivér@email.hu,+36750653814
2821,Váradi Milla,734,16273497-2-07,Váradi.Milla@email.hu,+36998312024
2822,Vincze Zoé,2573,22676404-1-42,Vincze.Zoé@email.hu,+36603492675
2823,Lakatos Zselyke,2051,95731691-2-03,Lakatos.Zselyke@email.hu,+36679499078
2824,Simon Dalma,1337,49874947-2-42,Simon.Dalma@email.hu,+36125845168
2825,Tóth Alexandra,1015,67004681-1-35,Tóth.Alexandra@email.hu,+36618321143
2826,Tóth Márton,298,55937625-2-25,Tóth.Márton@email.hu,+36927796439
2827,Szűcs Alex,1182,31771115-2-41,Szűcs.Alex@email.hu,+36503407540
2828,Orsós Zsófia,326,53429125-1-30,Orsós.Zsófia@email.hu,+36822693919
2829,Jónás Szebasztián,1148,50629735-2-05,Jónás.Szebasztián@email.hu,+36132289240
2830,Pap Imre,1334,21738106-2-15,Pap.Imre@email.hu,+36574461725
2831,Nemes Kende,2150,85955280-2-41,Nemes.Kende@email.hu,+36987257611
2832,Fazekas Boglárka,559,66156487-2-35,Fazekas.Boglárka@email.hu,+36579594406
2833,László Lara,2435,50813293-2-03,László.Lara@email.hu,+36310089433
2834,Pál Gergő,36,84755435-2-35,Pál.Gergő@email.hu,+36262784855
2835,Csonka Noel,1121,18425398-2-10,Csonka.Noel@email.hu,+36172210452
2836,Jónás Roland,32,30805001-2-42,Jónás.Roland@email.hu,+36756197652
2837,Szűcs Dávid,2019,38444706-2-41,Szűcs.Dávid@email.hu,+36304488790
2838,Mezei Szebasztián,1583,34403632-2-03,Mezei.Szebasztián@email.hu,+36565260490
2839,Dudás Martin,399,99148905-2-42,Dudás.Martin@email.hu,+36759973478
2840,László Virág,2335,15788086-1-03,László.Virág@email.hu,+36180658709
2841,Sipos Hanna,42,65367390-1-07,Sipos.Hanna@email.hu,+36438807067
2842,Balog Bianka,1351,11400247-2-25,Balog.Bianka@email.hu,+36921559365
2843,Fülöp Mia,2818,76315105-2-10,Fülöp.Mia@email.hu,+36964044538
2844,Barta Mihály,2630,19602415-2-35,Barta.Mihály@email.hu,+36103711384
2845,Gulyás Miklós,845,37060059-2-25,Gulyás.Miklós@email.hu,+36741895239
2846,Kerekes Flóra,2729,25155304-2-30,Kerekes.Flóra@email.hu,+36429757123
2847,Papp Panka,983,91052753-1-41,Papp.Panka@email.hu,+36594895784
2848,Novák Annabella,184,83198875-2-03,Novák.Annabella@email.hu,+36763244242
2849,Varga Dénes,2577,57279098-1-25,Varga.Dénes@email.hu,+36676384341
2850,Lakatos Alíz,780,17444745-1-35,Lakatos.Alíz@email.hu,+36119740296
2851,Tóth Laura,1782,82487924-2-15,Tóth.Laura@email.hu,+36884035004
2852,Orosz József,2227,61064354-2-25,Orosz.József@email.hu,+36216891383
2853,Halász Mátyás,2101,31412596-1-30,Halász.Mátyás@email.hu,+36247522803
2854,Faragó Gábor,1950,43592879-1-41,Faragó.Gábor@email.hu,+36661201924
2855,Oláh Márton,2485,13928885-2-41,Oláh.Márton@email.hu,+36180732845
2856,Németh György,1340,62161316-1-10,Németh.György@email.hu,+36772617051
2857,Pataki Dominik,111,17305788-2-25,Pataki.Dominik@email.hu,+36995258411
2858,Barna Kende,1332,78245845-1-30,Barna.Kende@email.hu,+36632321949
2859,Sándor Rikárdó,723,90175707-1-41,Sándor.Rikárdó@email.hu,+36357709457
2860,Veres Soma,1273,76283079-1-41,Veres.Soma@email.hu,+36904310207
2861,Székely Bálint,954,11500509-1-05,Székely.Bálint@email.hu,+36520339262
2862,Lukács Kristóf,1303,10906625-1-35,Lukács.Kristóf@email.hu,+36861603966
2863,Hegedűs Boldizsár,125,72163140-1-07,Hegedűs.Boldizsár@email.hu,+36885548883
2864,Veres Kinga,2190,45084225-2-30,Veres.Kinga@email.hu,+36314297192
2865,Pásztor Alex,1883,30323512-2-07,Pásztor.Alex@email.hu,+36980602165
2866,Molnár Botond,1861,51941192-2-35,Molnár.Botond@email.hu,+36827870571
2867,Váradi Flórián,468,56842737-2-03,Váradi.Flórián@email.hu,+36790440063
2868,Lukács Adrián,174,61645038-2-05,Lukács.Adrián@email.hu,+36648157944
2869,Antal Nándor,2711,17128442-1-07,Antal.Nándor@email.hu,+36543192333
2870,Csonka Nándor,2241,19606299-2-15,Csonka.Nándor@email.hu,+36633833234
2871,Boros Eszter,1648,35113778-2-10,Boros.Eszter@email.hu,+36891957060
2872,Szilágyi Dorina,1832,33773235-2-07,Szilágyi.Dorina@email.hu,+36735938162
2873,Major Bendegúz,2219,95309589-2-35,Major.Bendegúz@email.hu,+36762311615
2874,Biró Liliána,599,70269787-1-07,Biró.Liliána@email.hu,+36128414706
2875,Faragó Miklós,1777,95068926-1-30,Faragó.Miklós@email.hu,+36327271106
2876,Bakos Benedek,1687,65107756-1-07,Bakos.Benedek@email.hu,+36992177018
2877,Székely Brájen,2059,96595804-2-10,Székely.Brájen@email.hu,+36554872495
2878,Kerekes Kornél,1725,46363783-1-41,Kerekes.Kornél@email.hu,+36591212054
2879,Veres Adrián,2796,73049395-1-15,Veres.Adrián@email.hu,+36299374287
2880,Orbán Levente,590,12083884-1-30,Orbán.Levente@email.hu,+36203988379
2881,Szőke Levente,1618,25119378-2-25,Szőke.Levente@email.hu,+36348325014
2882,Juhász Márk,302,98806746-1-30,Juhász.Márk@email.hu,+36655587656
2883,Szekeres Kiara,53,56384534-1-30,Szekeres.Kiara@email.hu,+36161733938
2884,Fodor Lara,2672,93419497-2-35,Fodor.Lara@email.hu,+36927973302
2885,Orsós Viktória,1855,89484687-1-25,Orsós.Viktória@email.hu,+36605851078
2886,Balogh Rozina,2226,85125433-1-41,Balogh.Rozina@email.hu,+36785790586
2887,Váradi Botond,761,94978398-1-30,Váradi.Botond@email.hu,+36347495963
2888,Fekete Nándor,2789,67454921-1-35,Fekete.Nándor@email.hu,+36564311868
2889,Oláh Eliza,2854,41061057-1-35,Oláh.Eliza@email.hu,+36997476368
2890,Vass Sámuel,2085,16498587-2-25,Vass.Sámuel@email.hu,+36315017759
2891,Hegedűs Ádám,2225,73733719-1-42,Hegedűs.Ádám@email.hu,+36676363599
2892,Mészáros Alexander,2991,20433368-2-03,Mészáros.Alexander@email.hu,+36587591199
2893,Szűcs Blanka,165,94462430-1-35,Szűcs.Blanka@email.hu,+36222975392
2894,Mezei Olívia,1430,83100332-2-41,Mezei.Olívia@email.hu,+36771087628
2895,Biró Vivien,685,64522084-1-10,Biró.Vivien@email.hu,+36575743805
2896,Hajdu Erik,1043,24695272-1-10,Hajdu.Erik@email.hu,+36492627459
2897,Pál Zétény,531,89471612-2-41,Pál.Zétény@email.hu,+36951434839
2898,Jónás Borbála,2932,91465386-1-07,Jónás.Borbála@email.hu,+36665171704
2899,Pataki Enikő,51,49513409-1-03,Pataki.Enikő@email.hu,+36938533576
2900,Szabó Gergő,1288,45353374-1-10,Szabó.Gergő@email.hu,+36829449026
2901,Simon Bíborka,1566,28547073-2-15,Simon.Bíborka@email.hu,+36554741418
2902,Antal Adrián,114,89642221-2-15,Antal.Adrián@email.hu,+36862162198
2903,Farkas Sámuel,2777,36304940-2-03,Farkas.Sámuel@email.hu,+36235476267
2904,Dudás Máté,2640,97907304-2-30,Dudás.Máté@email.hu,+36957975465
2905,Bogdán Natália,1436,42565473-2-05,Bogdán.Natália@email.hu,+36143207595
2906,Vincze Tamara,2254,18949196-1-35,Vincze.Tamara@email.hu,+36163521201
2907,Balog Bella,2312,25989270-2-10,Balog.Bella@email.hu,+36370004126
2908,Molnár György,806,21377315-1-30,Molnár.György@email.hu,+36134532456
2909,Máté Viktória,2477,98758458-1-35,Máté.Viktória@email.hu,+36349355177
2910,Papp Johanna,103,99055633-2-42,Papp.Johanna@email.hu,+36103980185
2911,Molnár Szonja,1585,25800018-2-25,Molnár.Szonja@email.hu,+36233168915
2912,Szücs Eszter,689,31176512-2-25,Szücs.Eszter@email.hu,+36419470716
2913,Horváth Mirella,840,65430956-1-35,Horváth.Mirella@email.hu,+36348372021
2914,Gulyás Nándor,2437,48326331-1-35,Gulyás.Nándor@email.hu,+36169145437
2915,Vass Benedek,1959,21398208-2-41,Vass.Benedek@email.hu,+36571409552
2916,Sipos Norina,2956,62928268-1-42,Sipos.Norina@email.hu,+36780175964
2917,Papp Noel,554,14756598-1-10,Papp.Noel@email.hu,+36715294387
2918,Szekeres Laura,2755,38978150-1-10,Szekeres.Laura@email.hu,+36872999940
2919,Szekeres Levente,2638,15834045-2-05,Szekeres.Levente@email.hu,+36623870472
2920,Katona Dániel,1961,95432584-2-05,Katona.Dániel@email.hu,+36210235938
2921,Fodor Lia,405,17197300-1-10,Fodor.Lia@email.hu,+36495798968
2922,Kovács Ádám,2982,49622323-2-41,Kovács.Ádám@email.hu,+36241552555
2923,Faragó Donát,2623,80818487-2-35,Faragó.Donát@email.hu,+36566105933
2924,Pál Zselyke,2929,60864361-2-07,Pál.Zselyke@email.hu,+36243598933
2925,Mészáros Kristóf,2319,96107086-2-41,Mészáros.Kristóf@email.hu,+36872893993
2926,Szabó Kitti,961,74914916-1-42,Szabó.Kitti@email.hu,+36319790219
2927,Fábián Adél,972,89545310-2-03,Fábián.Adél@email.hu,+36528387129
2928,Vincze Adrián,94,72443763-1-15,Vincze.Adrián@email.hu,+36906648345
2929,Máté Mirella,2217,65982209-2-15,Máté.Mirella@email.hu,+36468095258
2930,Borbély Bíborka,39,40608161-2-41,Borbély.Bíborka@email.hu,+36750068005
2931,Balla Lotti,461,35870651-2-05,Balla.Lotti@email.hu,+36956166537
2932,Kozma Szilárd,1430,65364924-2-30,Kozma.Szilárd@email.hu,+36805125149
2933,Gáspár Balázs,978,57084880-1-03,Gáspár.Balázs@email.hu,+36568102836
2934,Balázs Zsombor,813,87930527-1-30,Balázs.Zsombor@email.hu,+36385349619
2935,Gulyás Boróka,1328,43771317-1-35,Gulyás.Boróka@email.hu,+36564671319
2936,Tamás Lajos,809,85711662-1-30,Tamás.Lajos@email.hu,+36401587174
2937,Bakos Mirkó,2828,32736313-2-41,Bakos.Mirkó@email.hu,+36435535748
2938,Pataki Vivien,2716,18711736-2-41,Pataki.Vivien@email.hu,+36119182831
2939,Vass Dorka,541,21088531-1-03,Vass.Dorka@email.hu,+36800190066
2940,Kelemen Adél,1905,40769998-1-10,Kelemen.Adél@email.hu,+36457754236
2941,László Virág,2218,29370669-2-10,László.Virág@email.hu,+36431210819
2942,Juhász Dénes,2259,43835589-1-25,Juhász.Dénes@email.hu,+36228387865
2943,Fekete Iván,2615,28930969-2-25,Fekete.Iván@email.hu,+36230381049
2944,Bakos Emília,2056,92239929-2-42,Bakos.Emília@email.hu,+36908920543
2945,Orsós Hanna,2804,50933075-1-25,Orsós.Hanna@email.hu,+36997273202
2946,Pap Krisztián,841,12791714-2-15,Pap.Krisztián@email.hu,+36272317242
2947,Novák Lajos,1455,15236918-2-41,Novák.Lajos@email.hu,+36254643537
2948,Vörös Mátyás,32,16370607-1-25,Vörös.Mátyás@email.hu,+36969254314
2949,Balogh Simon,1775,31936631-1-25,Balogh.Simon@email.hu,+36215102435
2950,Gáspár Noémi,33,61828322-1-03,Gáspár.Noémi@email.hu,+36710992199
2951,Szalai Ádám,2792,70173181-2-07,Szalai.Ádám@email.hu,+36692757429
2952,Gulyás Simon,79,20727969-2-10,Gulyás.Simon@email.hu,+36993859257
2953,Váradi Réka,2598,45865849-2-41,Váradi.Réka@email.hu,+36956725590
2954,Török Natasa,395,14315331-1-05,Török.Natasa@email.hu,+36743721997
2955,Boros Gergő,188,88390580-1-25,Boros.Gergő@email.hu,+36349074417
2956,Balla Panna,888,39159256-1-42,Balla.Panna@email.hu,+36328613222
2957,Fodor Tamara,2795,69058240-1-07,Fodor.Tamara@email.hu,+36311480624
2958,Szilágyi Fanni,2151,35675085-1-10,Szilágyi.Fanni@email.hu,+36907301692
2959,Biró Amira,2624,62034725-1-10,Biró.Amira@email.hu,+36100505831
2960,Takács Viktória,2779,27885063-1-30,Takács.Viktória@email.hu,+36738841733
2961,Pál Leila,588,79638392-2-25,Pál.Leila@email.hu,+36550558430
2962,Vass Sándor,1523,13780013-2-15,Vass.Sándor@email.hu,+36378780139
2963,Molnár Simon,893,15629613-2-03,Molnár.Simon@email.hu,+36581861556
2964,Veres Rikárdó,1743,28384804-2-15,Veres.Rikárdó@email.hu,+36514711530
2965,Borbély Zorka,1946,33419490-1-35,Borbély.Zorka@email.hu,+36963238005
2966,Horváth László,2458,20669601-1-15,Horváth.László@email.hu,+36343468124
